class,sc,omc_sc,cov_gap
com.thoughtworks.xstream.XStream,74.53416,39.751553,34.782604
com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver,29.268291,2.4390242,26.829268
com.thoughtworks.xstream.mapper.SystemAttributeAliasingMapper,100.0,14.285715,85.71429
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter,100.0,4.166667,95.833336
com.thoughtworks.xstream.io.xml.Dom4JDriver,45.238094,11.904762,33.333332
com.thoughtworks.xstream.io.xml.XppReader,71.42857,40.816326,30.612247
com.thoughtworks.xstream.security.NoPermission,100.0,100.0,0.0
com.thoughtworks.xstream.core.util.Base64Encoder,95.0,25.0,70.0
com.thoughtworks.xstream.core.util.Cloneables,89.47369,78.94737,10.526314
com.thoughtworks.xstream.core.util.SerializationMembers,74.28571,37.142857,37.142857
com.thoughtworks.xstream.io.xml.XomReader,70.37037,7.4074073,62.962963
com.thoughtworks.xstream.mapper.OuterClassMapper,97.2973,5.4054055,91.8919
com.thoughtworks.xstream.core.util.CompositeClassLoader,80.434784,32.608696,47.826088
com.thoughtworks.xstream.io.binary.ReaderDepthState,92.5,10.0,82.5
com.thoughtworks.xstream.security.WildcardTypePermission,76.31579,34.210526,42.105263
com.thoughtworks.xstream.mapper.ClassAliasingMapper,90.32258,32.258064,58.064514
com.thoughtworks.xstream.io.binary.BinaryStreamReader,76.666664,35.555557,41.111107
com.thoughtworks.xstream.io.xml.CompactWriter,16.666668,16.666668,0.0
com.thoughtworks.xstream.io.ReaderWrapper,64.70589,58.823532,5.8823547
com.thoughtworks.xstream.mapper.CannotResolveClassException,50.0,50.0,0.0
com.thoughtworks.xstream.core.util.ThreadSafePropertyEditor,78.26087,56.521736,21.739136
com.thoughtworks.xstream.converters.reflection.FieldDictionary,80.55556,62.5,18.055557
com.thoughtworks.xstream.mapper.EnumMapper,86.11111,30.555555,55.55555
com.thoughtworks.xstream.io.AbstractReader,62.5,50.0,12.5
com.thoughtworks.xstream.core.util.FastStack,59.25926,51.851852,7.407406
com.thoughtworks.xstream.io.xml.StaxReader,72.72727,15.151516,57.575756
com.thoughtworks.xstream.converters.ConversionException,100.0,100.0,0.0
com.thoughtworks.xstream.mapper.MapperWrapper,93.333336,70.0,23.333336
com.thoughtworks.xstream.io.StatefulWriter,95.12195,80.48781,14.63414
com.thoughtworks.xstream.io.xml.JDomWriter,68.42105,26.31579,42.105263
com.thoughtworks.xstream.converters.extended.FileConverter,100.0,33.333336,66.666664
com.thoughtworks.xstream.converters.extended.ISO8601GregorianCalendarConverter,100.0,62.5,37.5
com.thoughtworks.xstream.core.util.ObjectIdDictionary,80.0,48.0,32.0
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker,72.72727,36.363636,36.363636
com.thoughtworks.xstream.mapper.SecurityMapper,100.0,100.0,0.0
com.thoughtworks.xstream.converters.extended.ColorConverter,100.0,6.666667,93.333336
com.thoughtworks.xstream.core.ReferenceByIdMarshaller,100.0,25.0,75.0
com.thoughtworks.xstream.converters.extended.DurationConverter,85.71429,14.285715,71.42857
com.thoughtworks.xstream.converters.basic.DoubleConverter,100.0,50.0,50.0
com.thoughtworks.xstream.converters.collections.CharArrayConverter,100.0,25.0,75.0
com.thoughtworks.xstream.io.xml.Xpp3DomDriver,66.66667,66.66667,0.0
com.thoughtworks.xstream.converters.extended.LookAndFeelConverter,100.0,50.0,50.0
com.thoughtworks.xstream.converters.collections.ArrayConverter,100.0,93.333336,6.666664
com.thoughtworks.xstream.core.util.TypedNull,100.0,66.66667,33.33333
com.thoughtworks.xstream.converters.enums.EnumConverter,58.333332,8.333334,50.0
com.thoughtworks.xstream.converters.extended.JavaMethodConverter,95.83333,27.083334,68.74999
com.thoughtworks.xstream.converters.collections.MapConverter,96.42857,60.714287,35.714287
com.thoughtworks.xstream.XStreamer,61.702126,27.659575,34.04255
com.thoughtworks.xstream.core.util.Primitives,100.0,20.0,80.0
com.thoughtworks.xstream.security.NoTypePermission,66.66667,66.66667,0.0
com.thoughtworks.xstream.converters.extended.ISO8601DateConverter,100.0,60.000004,39.999996
com.thoughtworks.xstream.security.NullPermission,100.0,100.0,0.0
com.thoughtworks.xstream.core.util.WeakCache,87.09677,64.51613,22.580643
com.thoughtworks.xstream.io.xml.XppDriver,100.0,71.42857,28.571426
com.thoughtworks.xstream.converters.reflection.FieldUtil15,100.0,100.0,0.0
com.thoughtworks.xstream.converters.basic.AbstractSingleValueConverter,100.0,100.0,0.0
com.thoughtworks.xstream.core.AbstractReferenceUnmarshaller,100.0,70.96774,29.032257
com.thoughtworks.xstream.converters.reflection.SunLimitedUnsafeReflectionProvider,56.666668,20.0,36.666668
com.thoughtworks.xstream.security.TypeHierarchyPermission,75.0,75.0,0.0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream,59.615387,42.307693,17.307693
com.thoughtworks.xstream.core.util.OrderRetainingMap,79.31035,65.51724,13.793106
com.thoughtworks.xstream.converters.enums.EnumMapConverter,92.85714,7.1428576,85.71428
com.thoughtworks.xstream.mapper.DynamicProxyMapper,81.818184,45.454548,36.363636
com.thoughtworks.xstream.io.xml.Dom4JReader,59.090908,13.636364,45.454544
com.thoughtworks.xstream.converters.basic.ByteConverter,80.0,40.0,40.0
com.thoughtworks.xstream.converters.collections.TreeSetConverter,70.68965,24.13793,46.55172
com.thoughtworks.xstream.io.ExtendedHierarchicalStreamWriterHelper,66.66667,66.66667,0.0
com.thoughtworks.xstream.core.BaseException,50.0,50.0,0.0
com.thoughtworks.xstream.io.xml.XppDomReader,78.94737,31.578945,47.368427
com.thoughtworks.xstream.converters.collections.PropertiesConverter,100.0,34.375,65.625
com.thoughtworks.xstream.core.TreeMarshaller,83.78378,32.43243,51.351353
com.thoughtworks.xstream.core.TreeUnmarshaller,86.27451,70.588234,15.686279
com.thoughtworks.xstream.io.xml.DomWriter,85.71429,61.904762,23.809525
com.thoughtworks.xstream.core.ReferenceByXPathMarshaller,100.0,16.666668,83.33333
com.thoughtworks.xstream.mapper.AnnotationMapper,82.624115,0.7092198,81.914894
com.thoughtworks.xstream.converters.extended.JavaFieldConverter,92.30769,3.846154,88.46154
com.thoughtworks.xstream.security.PrimitiveTypePermission,66.66667,33.333336,33.333336
com.thoughtworks.xstream.io.binary.BinaryStreamWriter,68.181816,45.454548,22.727268
com.thoughtworks.xstream.InitializationException,100.0,50.0,50.0
com.thoughtworks.xstream.converters.extended.SubjectConverter,100.0,2.9411764,97.05882
com.thoughtworks.xstream.mapper.DefaultMapper,75.0,20.454546,54.545456
com.thoughtworks.xstream.core.util.PresortedMap,32.0,18.0,14.0
com.thoughtworks.xstream.converters.basic.StringConverter,100.0,84.61539,15.384613
com.thoughtworks.xstream.mapper.ImmutableTypesMapper,91.66667,8.333334,83.333336
com.thoughtworks.xstream.converters.collections.BitSetConverter,100.0,5.882353,94.117645
com.thoughtworks.xstream.converters.extended.ThrowableConverter,83.33333,75.0,8.333328
com.thoughtworks.xstream.converters.reflection.ObjectAccessException,50.0,50.0,0.0
com.thoughtworks.xstream.core.ReferenceByIdMarshallingStrategy,100.0,100.0,0.0
com.thoughtworks.xstream.mapper.AttributeMapper,66.66667,20.0,46.66667
com.thoughtworks.xstream.converters.ErrorWritingException,83.33333,47.61905,35.71428
com.thoughtworks.xstream.security.AnyTypePermission,66.66667,66.66667,0.0
com.thoughtworks.xstream.converters.extended.ToAttributedValueConverter,74.81481,27.407408,47.407402
com.thoughtworks.xstream.io.path.PathTrackingReader,100.0,100.0,0.0
com.thoughtworks.xstream.mapper.AttributeAliasingMapper,100.0,20.0,80.0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider,41.025642,14.102565,26.923077
com.thoughtworks.xstream.security.ForbiddenClassException,100.0,100.0,0.0
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper,84.61539,30.769232,53.846153
com.thoughtworks.xstream.io.WriterWrapper,100.0,66.66667,33.33333
com.thoughtworks.xstream.persistence.XmlMap,77.77778,77.77778,0.0
com.thoughtworks.xstream.mapper.CachingMapper,94.44444,72.22222,22.222221
com.thoughtworks.xstream.converters.extended.RegexPatternConverter,100.0,26.666668,73.33333
com.thoughtworks.xstream.io.xml.xppdom.XppFactory,66.66667,66.66667,0.0
com.thoughtworks.xstream.security.ArrayTypePermission,66.66667,33.333336,33.333336
com.thoughtworks.xstream.converters.reflection.SerializableConverter,88.42593,24.074074,64.35185
com.thoughtworks.xstream.converters.basic.CharConverter,100.0,9.090909,90.90909
com.thoughtworks.xstream.core.util.DependencyInjectionFactory,90.350876,5.263158,85.087715
com.thoughtworks.xstream.io.xml.AbstractXmlWriter,50.0,25.0,25.0
com.thoughtworks.xstream.converters.reflection.FieldKey,86.206894,41.37931,44.827583
com.thoughtworks.xstream.core.DefaultConverterLookup,57.5,35.0,22.5
com.thoughtworks.xstream.core.AbstractReferenceMarshaller,88.57143,45.714287,42.85714
com.thoughtworks.xstream.core.util.Base64JAXBCodec,100.0,50.0,50.0
com.thoughtworks.xstream.converters.basic.URIConverter,75.0,50.0,25.0
com.thoughtworks.xstream.converters.basic.ShortConverter,80.0,40.0,40.0
com.thoughtworks.xstream.io.xml.xppdom.XppDomComparator,98.48485,53.0303,45.454548
com.thoughtworks.xstream.core.JVM,56.284153,8.743169,47.540985
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy,77.77778,48.148148,29.629631
com.thoughtworks.xstream.XStreamException,75.0,75.0,0.0
com.thoughtworks.xstream.io.xml.AbstractXmlDriver,20.0,20.0,0.0
com.thoughtworks.xstream.security.ExplicitTypePermission,90.909096,36.363636,54.54546
com.thoughtworks.xstream.mapper.ElementIgnoringMapper,100.0,6.666667,93.333336
com.thoughtworks.xstream.mapper.AbstractAttributeAliasingMapper,75.0,12.5,62.5
com.thoughtworks.xstream.io.AbstractDriver,45.454548,27.272728,18.18182
com.thoughtworks.xstream.core.util.FastField,70.588234,70.588234,0.0
com.thoughtworks.xstream.converters.extended.ToStringConverter,77.77778,66.66667,11.111107
com.thoughtworks.xstream.io.xml.AbstractDocumentReader,95.0,85.0,10.0
com.thoughtworks.xstream.io.xml.DomReader,76.31579,39.473686,36.842102
com.thoughtworks.xstream.mapper.FieldAliasingMapper,80.952385,4.7619047,76.19048
com.thoughtworks.xstream.converters.basic.IntConverter,80.0,40.0,40.0
com.thoughtworks.xstream.converters.extended.JavaClassConverter,75.0,37.5,37.5
com.thoughtworks.xstream.core.AbstractTreeMarshallingStrategy,100.0,100.0,0.0
com.thoughtworks.xstream.io.xml.XppDomWriter,73.333336,60.000004,13.333332
com.thoughtworks.xstream.core.MapBackedDataHolder,80.0,60.000004,19.999996
com.thoughtworks.xstream.io.AbstractWriter,83.33333,66.66667,16.666656
com.thoughtworks.xstream.converters.basic.DateConverter,83.870964,38.709675,45.16129
com.thoughtworks.xstream.converters.SingleValueConverterWrapper,88.88889,77.77778,11.1111145
com.thoughtworks.xstream.converters.reflection.ReflectionConverter,50.0,50.0,0.0
com.thoughtworks.xstream.io.StreamException,66.66667,66.66667,0.0
com.thoughtworks.xstream.converters.extended.GregorianCalendarConverter,100.0,4.5454545,95.454544
com.thoughtworks.xstream.converters.extended.ISO8601SqlTimestampConverter,100.0,47.368423,52.631577
com.thoughtworks.xstream.io.xml.JDomReader,65.0,10.0,55.0
com.thoughtworks.xstream.io.xml.StaxDriver,42.372883,3.3898306,38.98305
com.thoughtworks.xstream.io.path.Path,95.29412,44.705883,50.588238
com.thoughtworks.xstream.io.xml.AbstractXmlReader,40.0,20.0,20.0
com.thoughtworks.xstream.converters.reflection.ImmutableFieldKeySorter,100.0,100.0,0.0
com.thoughtworks.xstream.converters.enums.EnumSetConverter,96.42857,3.5714288,92.85715
com.thoughtworks.xstream.mapper.XmlFriendlyMapper,42.857143,42.857143,0.0
com.thoughtworks.xstream.core.util.HierarchicalStreams,100.0,92.30769,7.6923065
com.thoughtworks.xstream.persistence.FilePersistenceStrategy,80.85107,42.553192,38.297874
com.thoughtworks.xstream.converters.collections.SingletonCollectionConverter,100.0,25.0,75.0
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper,70.588234,11.764706,58.82353
com.thoughtworks.xstream.security.RegExpTypePermission,92.85714,92.85714,0.0
com.thoughtworks.xstream.io.copy.HierarchicalStreamCopier,100.0,75.0,25.0
com.thoughtworks.xstream.io.xml.AbstractXppDomDriver,46.153847,30.769232,15.384615
com.thoughtworks.xstream.io.xml.AbstractXppDriver,60.000004,40.0,20.000004
com.thoughtworks.xstream.core.util.Fields,57.575756,15.151516,42.42424
com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat,95.2381,85.71429,9.523811
com.thoughtworks.xstream.core.ReferenceByXPathUnmarshaller,100.0,100.0,0.0
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter,82.75862,51.724136,31.034485
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter,71.666664,1.6666667,70.0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper,95.08197,72.13114,22.950829
com.thoughtworks.xstream.io.binary.Token,86.55463,42.016808,44.53782
com.thoughtworks.xstream.core.util.CustomObjectInputStream,55.072464,23.188406,31.884058
com.thoughtworks.xstream.core.TreeMarshallingStrategy,100.0,50.0,50.0
com.thoughtworks.xstream.persistence.XmlArrayList,80.0,40.0,40.0
com.thoughtworks.xstream.converters.extended.PropertyEditorCapableConverter,100.0,100.0,0.0
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter,89.3617,21.276596,68.085106
com.thoughtworks.xstream.core.util.QuickWriter,90.69768,32.55814,58.139538
com.thoughtworks.xstream.mapper.ArrayMapper,100.0,66.66667,33.33333
com.thoughtworks.xstream.converters.basic.NullConverter,50.0,25.0,25.0
com.thoughtworks.xstream.core.ReferenceByIdUnmarshaller,100.0,100.0,0.0
com.thoughtworks.xstream.converters.basic.FloatConverter,100.0,50.0,50.0
com.thoughtworks.xstream.io.xml.AbstractPullReader,84.33735,48.192772,36.144577
com.thoughtworks.xstream.converters.extended.FontConverter,81.25,2.0833335,79.166664
com.thoughtworks.xstream.core.ClassLoaderReference,100.0,60.000004,39.999996
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter,92.30769,84.61539,7.6923065
com.thoughtworks.xstream.converters.collections.TreeMapConverter,79.591835,38.77551,40.816326
com.thoughtworks.xstream.persistence.FileStreamStrategy,100.0,24.242424,75.757576
com.thoughtworks.xstream.core.util.ISO8601JodaTimeConverter,81.818184,63.636364,18.18182
com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategy,100.0,66.66667,33.33333
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper,96.0,68.0,28.0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader,78.125,52.083332,26.041668
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider,75.0,4.5454545,70.454544
com.thoughtworks.xstream.mapper.PackageAliasingMapper,94.59459,21.621622,72.97297
com.thoughtworks.xstream.mapper.LocalConversionMapper,100.0,46.666668,53.333332
com.thoughtworks.xstream.converters.collections.SingletonMapConverter,100.0,14.285715,85.71429
com.thoughtworks.xstream.io.AttributeNameIterator,80.0,60.000004,19.999996
com.thoughtworks.xstream.io.xml.xppdom.XppDom,78.94737,61.84211,17.105263
com.thoughtworks.xstream.io.path.PathTrackingWriter,100.0,88.88889,11.111107
com.thoughtworks.xstream.core.util.Pool,95.83333,45.833336,49.999992
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper,75.0,25.0,50.0
com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter,83.72093,2.3255813,81.39535
com.thoughtworks.xstream.core.util.ArrayIterator,80.0,80.0,0.0
com.thoughtworks.xstream.persistence.XmlSet,90.909096,81.818184,9.090912
com.thoughtworks.xstream.io.xml.PrettyPrintWriter,94.91525,49.152542,45.76271
com.thoughtworks.xstream.core.util.PrioritizedList,87.5,25.0,62.5
com.thoughtworks.xstream.io.path.PathTracker,98.0,82.0,16.0
com.thoughtworks.xstream.converters.collections.CollectionConverter,95.652176,86.95652,8.695656
com.thoughtworks.xstream.io.xml.DomDriver,60.526318,31.578945,28.947372
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter,90.33232,15.407854,74.92447
com.thoughtworks.xstream.io.xml.xppdom.Xpp3Dom,100.0,100.0,0.0
